latitude,longitude,altitude_m
48.1369928,11.5760918,519.147
48.1369891,11.5760904,519.171
48.1369855,11.5760949,519.209
48.1369819,11.5760886,519.224
48.1369783,11.5760908,519.203
48.1369746,11.5760883,519.187
48.136971,11.5760867,519.188
48.1369674,11.5760886,519.249
48.1369638,11.5760902,519.22
48.1369601,11.5760891,519.204
48.1369565,11.5760884,519.195
48.1369529,11.5760865,519.22
48.1369493,11.5760901,519.164
48.1369457,11.5760862,519.2
48.136942,11.5760923,519.179
48.1369384,11.5760905,519.149
48.1369348,11.5760864,519.201
48.1369312,11.5760895,519.095
48.1369275,11.5760883,519.099
48.1369239,11.5760912,519.072
48.1369203,11.5760939,519.136
48.1369167,11.5760852,519.112
48.136913,11.5760906,519.12
48.1369094,11.5760899,519.092
48.1369058,11.5760921,519.046
48.1369022,11.5760909,519.024
48.1368985,11.5760883,518.963
48.1368949,11.5760894,519.066
48.1368913,11.5760881,519.002
48.1368877,11.5760932,518.981
48.1368841,11.5760903,519.013
48.1368841,11.5761291,519.09
48.1368877,11.5761238,519.124
48.1368913,11.5761221,519.112
48.1368949,11.5761199,519.14
48.1368985,11.5761191,519.128
48.1369022,11.5761197,519.101
48.1369058,11.5761247,519.177
48.1369094,11.5761254,519.221
48.136913,11.5761197,519.18
48.1369167,11.5761264,519.241
48.1369203,11.5761227,519.185
48.1369239,11.5761244,519.234
48.1369275,11.5761283,519.242
48.1369312,11.5761264,519.288
48.1369348,11.5761233,519.267
48.1369384,11.5761216,519.293
48.136942,11.5761182,519.304
48.1369457,11.5761221,519.319
48.1369493,11.5761234,519.323
48.1369529,11.5761213,519.289
48.1369565,11.5761236,519.339
48.1369601,11.5761242,519.336
48.1369638,11.5761234,519.348
48.1369674,11.5761222,519.352
48.136971,11.5761245,519.351
48.1369746,11.5761252,519.331
48.1369783,11.5761211,519.355
48.1369819,11.5761278,519.414
48.1369855,11.5761237,519.347
48.1369891,11.5761241,519.385
48.1369928,11.5761259,519.445
48.1369964,11.5761246,519.403
48.137,11.5761266,519.423
48.1370036,11.5761248,519.366
48.1370073,11.5761223,519.369
48.1370109,11.576125,519.322
48.1370145,11.5761209,519.307
48.1370181,11.5761243,519.266
48.1370217,11.5761239,519.395
48.1370254,11.5761234,519.422
48.137029,11.5761237,519.381
48.1370326,11.5761189,519.404
48.1370362,11.5761225,519.415
48.1370399,11.5761243,519.466
48.1370435,11.5761244,519.495
48.1370471,11.5761212,519.401
48.1370507,11.5761274,519.47
48.1370544,11.5761217,519.425
48.137058,11.5761266,519.443
48.1370616,11.5761252,519.455
48.1370652,11.5761223,519.446
48.1370688,11.5761288,519.506
48.1370725,11.5761208,519.526
48.1370761,11.5761265,519.64
48.1370797,11.5761267,519.687
48.1370833,11.5761222,519.724
48.137087,11.5761278,519.754
48.1370906,11.5761233,519.813
48.1370942,11.5761248,519.898
48.1370978,11.5761247,519.909
48.1371015,11.5761236,519.959
48.1371051,11.5761262,520.034
48.1371087,11.5761261,520.045
48.1371123,11.5761193,520.024
48.137116,11.5761275,520.07
48.1371196,11.5761195,520.013
48.1371232,11.5761268,520.145
48.1371268,11.576127,520.174
48.1371304,11.5761211,520.204
48.1371341,11.5761229,520.225
48.1371377,11.576121,520.24
48.1371413,11.5761234,520.231
48.1371449,11.5761232,520.278
48.1371486,11.5761261,520.35
48.1371522,11.5761275,520.407
48.1371558,11.5761278,520.366
48.1371594,11.5761225,520.368
48.1371631,11.5761234,520.396
48.1371667,11.5761195,520.329
48.1371703,11.5761218,520.373
48.1371739,11.5761266,520.354
48.1371776,11.5761284,520.402
48.1371812,11.5761207,520.345
48.1371848,11.5761224,520.348
48.1371884,11.5761239,520.313
48.137192,11.5761248,520.351
48.1371957,11.5761218,520.372
48.1371993,11.5761251,520.282
48.1372029,11.5761227,520.285
48.1372065,11.576124,520.297
48.1372102,11.5761255,520.309
48.1372138,11.576124,520.25
48.1372174,11.5761228,520.16
48.137221,11.5761237,520.266
48.1372247,11.5761238,520.219
48.1372283,11.576123,520.106
48.1372319,11.5761233,520.105
48.1372355,11.5761283,520.156
48.1372392,11.5761255,520.12
48.1372428,11.5761232,520.089
48.1372464,11.5761259,520.077
48.13725,11.5761231,520.103
48.1372536,11.5761272,520.154
48.1372573,11.576125,520.234
48.1372609,11.5761237,520.219
48.1372645,11.5761252,520.273
48.1372681,11.5761198,520.347
48.1372718,11.576121,520.352
48.1372754,11.5761208,520.419
48.137279,11.5761244,520.39
48.1372826,11.5761287,520.441
48.1372863,11.57613,520.434
48.1372899,11.5761257,520.459
48.1372935,11.5761254,520.426
48.1372971,11.5761191,520.445
48.1373007,11.5761225,520.441
48.1373044,11.5761219,520.514
48.137308,11.5761223,520.529
48.1373116,11.5761235,520.472
48.1373152,11.5761227,520.573
48.1373189,11.5761187,520.605
48.1373225,11.576126,520.571
48.1373261,11.5761211,520.544
48.1373297,11.5761246,520.673
48.1373334,11.5761296,520.579
48.137337,11.5761215,520.601
48.1373406,11.5761172,520.602
48.1373442,11.5761232,520.672
48.1373479,11.576127,520.668
48.1373515,11.5761293,520.663
48.1373551,11.5761207,520.63
48.1373587,11.5761253,520.677
48.1373623,11.5761227,520.66
48.137366,11.5761237,520.707
48.1373696,11.5761311,520.728
48.1373732,11.5761199,520.671
48.1373768,11.5761247,520.783
48.1373805,11.5761253,520.745
48.1373841,11.5761269,520.74
48.1373877,11.5761243,520.775
48.1373913,11.5761248,520.796
48.137395,11.5761229,520.747
48.1373986,11.5761247,520.828
48.1374022,11.5761231,520.793
48.1374058,11.5761257,520.897
48.1374095,11.576123,520.864
48.1374131,11.576125,520.856
48.1374167,11.5761239,520.853
48.1374203,11.576127,520.896
48.1374239,11.5761239,520.918
48.1374239,11.5761529,521.005
48.1374203,11.5761611,521.016
48.1374167,11.5761553,520.991
48.1374131,11.5761559,520.962
48.1374095,11.5761561,520.958
48.1374058,11.5761614,520.913
48.1374022,11.5761519,520.959
48.1373986,11.5761662,520.977
48.137395,11.5761606,520.913
48.1373913,11.5761583,520.973
48.1373877,11.5761576,520.904
48.1373841,11.5761585,520.861
48.1373805,11.5761591,520.908
48.1373768,11.5761594,520.884
48.1373732,11.5761592,520.871
48.1373696,11.576158,520.829
48.137366,11.5761572,520.841
48.1373623,11.5761573,520.808
48.1373587,11.5761572,520.82
48.1373551,11.5761608,520.747
48.1373515,11.5761593,520.774
48.1373479,11.5761498,520.792
48.1373442,11.5761595,520.74
48.1373406,11.5761582,520.728
48.137337,11.5761577,520.719
48.1373334,11.5761567,520.68
48.1373297,11.5761607,520.653
48.1373261,11.5761603,520.698
48.1373225,11.5761556,520.681
48.1373189,11.5761588,520.675
48.1373152,11.5761551,520.646
48.1373116,11.576154,520.636
48.137308,11.576156,520.661
48.1373044,11.57616,520.626
48.1373007,11.5761603,520.604
48.1372971,11.5761591,520.596
48.1372935,11.5761597,520.612
48.1372899,11.5761591,520.623
48.1372863,11.576156,520.538
48.1372826,11.5761589,520.556
48.137279,11.5761599,520.552
48.1372754,11.5761597,520.495
48.1372718,11.5761609,520.508
48.1372681,11.5761596,520.432
48.1372645,11.5761587,520.385
48.1372609,11.5761606,520.417
48.1372573,11.5761576,520.333
48.1372536,11.5761553,520.288
48.13725,11.5761573,520.244
48.1372464,11.5761557,520.17
48.1372428,11.5761559,520.176
48.1372392,11.5761573,520.138
48.1372355,11.5761556,520.223
48.1372319,11.5761569,520.167
48.1372283,11.5761526,520.228
48.1372247,11.5761583,520.244
48.137221,11.5761577,520.324
48.1372174,11.5761555,520.321
48.1372138,11.5761595,520.343
48.1372102,11.5761602,520.401
48.1372065,11.5761534,520.376
48.1372029,11.5761557,520.405
48.1371993,11.5761556,520.367
48.1371957,11.5761552,520.36
48.137192,11.5761599,520.42
48.1371884,11.5761572,520.409
48.1371848,11.576157,520.443
48.1371812,11.5761523,520.421
48.1371776,11.5761594,520.441
48.1371739,11.5761544,520.385
48.1371703,11.5761579,520.493
48.1371667,11.5761585,520.431
48.1371631,11.5761614,520.453
48.1371594,11.5761542,520.399
48.1371558,11.5761496,520.421
48.1371522,11.5761582,520.365
48.1371486,11.5761626,520.403
48.1371449,11.576161,520.361
48.1371413,11.5761583,520.352
48.1371377,11.5761564,520.348
48.1371341,11.5761599,520.267
48.1371304,11.5761551,520.253
48.1371268,11.576159,520.263
48.1371232,11.5761591,520.284
48.1371196,11.5761606,520.189
48.137116,11.5761652,520.188
48.1371123,11.5761588,520.128
48.1371087,11.5761563,520.154
48.1371051,11.5761576,520.014
48.1371015,11.5761529,520.027
48.1370978,11.5761558,519.945
48.1370942,11.5761566,519.879
48.1370906,11.5761563,519.916
48.137087,11.5761581,519.86
48.1370833,11.5761555,519.787
48.1370797,11.5761607,519.733
48.1370761,11.5761577,519.767
48.1370725,11.5761577,519.612
48.1370688,11.5761568,519.59
48.1370652,11.5761581,519.529
48.1370616,11.5761599,519.548
48.137058,11.5761554,519.515
48.1370544,11.5761559,519.514
48.1370507,11.5761569,519.589
48.1370471,11.5761541,519.563
48.1370435,11.5761555,519.533
48.1370399,11.5761564,519.455
48.1370362,11.5761601,519.515
48.1370326,11.5761584,519.592
48.137029,11.5761582,519.496
48.1370254,11.57616,519.541
48.1370217,11.5761573,519.539
48.1370181,11.5761588,519.515
48.1370145,11.5761574,519.484
48.1370109,11.5761584,519.451
48.1370073,11.5761561,519.541
48.1370036,11.5761511,519.478
48.137,11.5761573,519.548
48.1369964,11.5761615,519.53
48.1369928,11.5761602,519.553
48.1369891,11.5761603,519.56
48.1369855,11.576161,519.566
48.1369819,11.5761579,519.505
48.1369783,11.5761582,519.567
48.1369746,11.576156,519.496
48.136971,11.5761569,519.456
48.1369674,11.5761594,519.502
48.1369638,11.576161,519.5
48.1369601,11.5761573,519.479
48.1369565,11.5761565,519.5
48.1369529,11.5761577,519.445
48.1369493,11.5761593,519.442
48.1369457,11.5761538,519.381
48.136942,11.5761515,519.418
48.1369384,11.5761562,519.404
48.1369348,11.5761544,519.367
48.1369312,11.5761563,519.318
48.1369275,11.5761573,519.409
48.1369239,11.5761565,519.314
48.1369203,11.5761616,519.339
48.1369167,11.5761586,519.345
48.136913,11.5761585,519.286
48.1369094,11.5761594,519.268
48.1369058,11.5761546,519.22
48.1369022,11.5761605,519.314
48.1368985,11.5761575,519.254
48.1368949,11.5761595,519.353
48.1368913,11.5761548,519.207
48.1368877,11.5761535,519.192
48.1368841,11.5761599,519.213
48.1368841,11.5761924,519.351
48.1368877,11.576189,519.33
48.1368913,11.5761891,519.375
48.1368949,11.5761945,519.357
48.1368985,11.5761882,519.336
48.1369022,11.5761958,519.362
48.1369058,11.576189,519.337
48.1369094,11.5761931,519.415
48.136913,11.5761905,519.425
48.1369167,11.576193,519.435
48.1369203,11.57619,519.493
48.1369239,11.576191,519.508
48.1369275,11.5761915,519.475
48.1369312,11.5761887,519.434
48.1369348,11.5761934,519.499
48.1369384,11.57619,519.498
48.136942,11.5761908,519.511
48.1369457,11.5761887,519.515
48.1369493,11.5761845,519.514
48.1369529,11.5761909,519.556
48.1369565,11.5761979,519.585
48.1369601,11.5761935,519.607
48.1369638,11.5761914,519.616
48.1369674,11.5761907,519.588
48.136971,11.5761915,519.668
48.1369746,11.5761929,519.617
48.1369783,11.5761882,519.593
48.1369819,11.5761944,519.686
48.1369855,11.5761933,519.657
48.1369891,11.5761934,519.7
48.1369928,11.5761926,519.624
48.1369964,11.5761915,519.74
48.137,11.5761932,519.731
48.1370036,11.576193,519.667
48.1370073,11.5761905,519.655
48.1370109,11.5761899,519.743
48.1370145,11.5761917,519.673
48.1370181,11.5761956,519.683
48.1370217,11.5761881,519.589
48.1370254,11.5761875,519.634
48.137029,11.5761919,519.653
48.1370326,11.5761916,519.673
48.1370362,11.5761919,519.608
48.1370399,11.5761921,519.605
48.1370435,11.5761908,519.662
48.1370471,11.5761954,519.7
48.1370507,11.5761871,519.593
48.1370544,11.5761892,519.682
48.137058,11.5761911,519.658
48.1370616,11.576187,519.67
48.1370652,11.5761909,519.653
48.1370688,11.5761959,519.605
48.1370725,11.5761915,519.672
48.1370761,11.576192,519.733
48.1370797,11.576188,519.707
48.1370833,11.5761898,519.769
48.137087,11.5761904,519.828
48.1370906,11.5761906,519.801
48.1370942,11.5761949,519.983
48.1370978,11.5761929,519.963
48.1371015,11.5761884,520.061
48.1371051,11.5761921,520.081
48.1371087,11.5761928,520.159
48.1371123,11.5761945,520.166
48.137116,11.5761957,520.178
48.1371196,11.5761887,520.188
48.1371232,11.5761892,520.264
48.1371268,11.576188,520.208
48.1371304,11.5761908,520.307
48.1371341,11.5761927,520.275
48.1371377,11.5761941,520.365
48.1371413,11.5761912,520.352
48.1371449,11.5761906,520.383
48.1371486,11.5761918,520.382
48.1371522,11.5761892,520.341
48.1371558,11.5761971,520.377
48.1371594,11.5761871,520.438
48.1371631,11.5761919,520.429
48.1371667,11.5761969,520.465
48.1371703,11.5761914,520.449
48.1371739,11.5761909,520.412
48.1371776,11.5761905,520.42
48.1371812,11.5761909,520.449
48.1371848,11.5761951,520.376
48.1371884,11.5761855,520.494
48.137192,11.5761956,520.452
48.1371957,11.5761876,520.473
48.1371993,11.5761907,520.378
48.1372029,11.5761903,520.451
48.1372065,11.576193,520.458
48.1372102,11.5761871,520.34
48.1372138,11.5761927,520.367
48.1372174,11.5761969,520.31
48.137221,11.5761877,520.252
48.1372247,11.5761919,520.289
48.1372283,11.5761896,520.286
48.1372319,11.5761926,520.251
48.1372355,11.5761915,520.316
48.1372392,11.5761897,520.25
48.1372428,11.5761927,520.312
48.1372464,11.5761963,520.431
48.13725,11.5761909,520.439
48.1372536,11.5761934,520.476
48.1372573,11.5761879,520.531
48.1372609,11.5761888,520.563
48.1372645,11.5761927,520.618
48.1372681,11.5761954,520.62
48.1372718,11.5761924,520.648
48.1372754,11.5761906,520.625
48.137279,11.5761914,520.717
48.1372826,11.576188,520.632
48.1372863,11.576193,520.75
48.1372899,11.5761938,520.702
48.1372935,11.5761902,520.66
48.1372971,11.5761902,520.754
48.1373007,11.5761921,520.736
48.1373044,11.5761902,520.763
48.137308,11.5761912,520.79
48.1373116,11.5761971,520.795
48.1373152,11.5761908,520.758
48.1373189,11.5761905,520.816
48.1373225,11.5761897,520.796
48.1373261,11.5761934,520.841
48.1373297,11.5761909,520.76
48.1373334,11.5761897,520.845
48.137337,11.576195,520.843
48.1373406,11.5761952,520.925
48.1373442,11.5761898,520.887
48.1373479,11.5761864,520.876
48.1373515,11.5761941,520.922
48.1373551,11.5761896,520.874
48.1373587,11.5761935,520.979
48.1373623,11.5761861,520.976
48.137366,11.5761938,520.967
48.1373696,11.5761882,520.995
48.1373732,11.5761934,520.961
48.1373768,11.5761915,520.959
48.1373805,11.5761888,520.987
48.1373841,11.5761903,521.016
48.1373877,11.5761933,521.014
48.1373913,11.5761917,521.048
48.137395,11.576193,521.058
48.1373986,11.5761967,521.044
48.1374022,11.5761872,521.069
48.1374058,11.5761958,521.12
48.1374095,11.5761917,521.098
48.1374131,11.576189,521.13
48.1374167,11.5761878,521.067
48.1374203,11.5761909,521.14
48.1374239,11.5761939,521.113
48.1374239,11.5762248,521.218
48.1374203,11.5762292,521.235
48.1374167,11.5762212,521.187
48.1374131,11.5762251,521.2
48.1374095,11.5762217,521.187
48.1374058,11.5762261,521.22
48.1374022,11.5762275,521.178
48.1373986,11.576224,521.117
48.137395,11.5762181,521.167
48.1373913,11.5762257,521.12
48.1373877,11.5762263,521.134
48.1373841,11.5762262,521.137
48.1373805,11.5762285,521.124
48.1373768,11.5762222,521.119
48.1373732,11.576227,521.104
48.1373696,11.5762283,521.056
48.137366,11.5762203,521.109
48.1373623,11.576226,521.056
48.1373587,11.5762238,521.026
48.1373551,11.5762249,521.051
48.1373515,11.5762261,521.021
48.1373479,11.5762238,521.006
48.1373442,11.5762233,521.056
48.1373406,11.5762252,520.967
48.137337,11.5762222,520.943
48.1373334,11.5762222,520.944
48.1373297,11.576227,520.977
48.1373261,11.576222,520.871
48.1373225,11.5762269,520.861
48.1373189,11.5762264,520.889
48.1373152,11.5762205,520.826
48.1373116,11.5762233,520.859
48.137308,11.5762283,520.891
48.1373044,11.5762225,520.818
48.1373007,11.5762239,520.795
48.1372971,11.5762264,520.836
48.1372935,11.5762272,520.85
48.1372899,11.5762244,520.752
48.1372863,11.5762235,520.813
48.1372826,11.576229,520.818
48.137279,11.5762298,520.813
48.1372754,11.5762278,520.802
48.1372718,11.5762254,520.811
48.1372681,11.5762229,520.714
48.1372645,11.5762229,520.713
48.1372609,11.5762265,520.696
48.1372573,11.5762263,520.691
48.1372536,11.5762289,520.729
48.13725,11.5762269,520.611
48.1372464,11.5762211,520.564
48.1372428,11.576228,520.641
48.1372392,11.5762224,520.555
48.1372355,11.5762241,520.485
48.1372319,11.5762258,520.493
48.1372283,11.5762305,520.475
48.1372247,11.5762335,520.495
48.137221,11.5762268,520.367
48.1372174,11.5762246,520.36
48.1372138,11.5762266,520.401
48.1372102,11.5762275,520.333
48.1372065,11.5762243,520.314
48.1372029,11.57623,520.334
48.1371993,11.5762257,520.315
48.1371957,11.5762265,520.406
48.137192,11.5762269,520.349
48.1371884,11.5762263,520.348
48.1371848,11.5762274,520.335
48.1371812,11.5762235,520.419
48.1371776,11.5762236,520.415
48.1371739,11.5762222,520.381
48.1371703,11.5762263,520.395
48.1371667,11.5762272,520.325
48.1371631,11.5762264,520.374
48.1371594,11.5762296,520.36
48.1371558,11.5762251,520.408
48.1371522,11.5762269,520.314
48.1371486,11.5762222,520.303
48.1371449,11.5762241,520.291
48.1371413,11.576227,520.247
48.1371377,11.5762274,520.304
48.1371341,11.5762243,520.301
48.1371304,11.5762249,520.235
48.1371268,11.576221,520.251
48.1371232,11.5762242,520.174
48.1371196,11.5762275,520.117
48.137116,11.5762267,520.079
48.1371123,11.5762265,520.044
48.1371087,11.5762253,519.975
48.1371051,11.5762251,519.993
48.1371015,11.5762233,519.952
48.1370978,11.576227,519.944
48.1370942,11.5762263,519.9
48.1370906,11.5762265,519.874
48.137087,11.5762237,519.827
48.1370833,11.5762193,519.824
48.1370797,11.5762281,519.885
48.1370761,11.5762238,519.798
48.1370725,11.5762228,519.825
48.1370688,11.576227,519.848
48.1370652,11.5762241,519.798
48.1370616,11.576228,519.811
48.137058,11.5762268,519.823
48.1370544,11.576227,519.776
48.1370507,11.5762214,519.793
48.1370471,11.5762284,519.786
48.1370435,11.5762258,519.837
48.1370399,11.5762241,519.873
48.1370362,11.5762255,519.793
48.1370326,11.5762203,519.817
48.137029,11.5762262,519.82
48.1370254,11.5762224,519.862
48.1370217,11.5762215,519.795
48.1370181,11.576221,519.85
48.1370145,11.5762281,519.841
48.1370109,11.5762234,519.839
48.1370073,11.5762293,519.833
48.1370036,11.5762237,519.86
48.137,11.5762205,519.791
48.1369964,11.5762221,519.829
48.1369928,11.5762285,519.813
48.1369891,11.5762247,519.797
48.1369855,11.5762236,519.79
48.1369819,11.5762256,519.757
48.1369783,11.5762265,519.777
48.1369746,11.5762281,519.81
48.136971,11.576229,519.732
48.1369674,11.5762242,519.762
48.1369638,11.5762216,519.752
48.1369601,11.576224,519.678
48.1369565,11.5762258,519.653
48.1369529,11.5762225,519.683
48.1369493,11.5762225,519.645
48.1369457,11.5762261,519.717
48.136942,11.576225,519.646
48.1369384,11.5762252,519.61
48.1369348,11.5762231,519.581
48.1369312,11.5762245,519.64
48.1369275,11.5762226,519.572
48.1369239,11.5762275,519.595
48.1369203,11.5762279,519.611
48.1369167,11.5762201,519.53
48.136913,11.5762226,519.54
48.1369094,11.5762211,519.523
48.1369058,11.5762234,519.54
48.1369022,11.5762249,519.53
48.1368985,11.5762212,519.481
48.1368949,11.5762226,519.483
48.1368913,11.5762224,519.457
48.1368877,11.5762257,519.422
48.1368841,11.5762253,519.461
48.1368841,11.5762569,519.611
48.1368877,11.5762593,519.547
48.1368913,11.5762574,519.556
48.1368949,11.5762581,519.568
48.1368985,11.5762633,519.644
48.1369022,11.5762625,519.645
48.1369058,11.5762553,519.617
48.1369094,11.5762611,519.624
48.136913,11.576261,519.666
48.1369167,11.5762557,519.612
48.1369203,11.576261,519.692
48.1369239,11.576263,519.732
48.1369275,11.5762558,519.658
48.1369312,11.5762564,519.663
48.1369348,11.5762616,519.785
48.1369384,11.5762596,519.725
48.136942,11.5762603,519.792
48.1369457,11.5762598,519.764
48.1369493,11.5762599,519.776
48.1369529,11.5762553,519.792
48.1369565,11.5762617,519.784
48.1369601,11.576262,519.827
48.1369638,11.5762582,519.812
48.1369674,11.5762587,519.798
48.136971,11.5762547,519.847
48.1369746,11.5762602,519.858
48.1369783,11.5762604,519.874
48.1369819,11.5762587,519.849
48.1369855,11.5762619,519.955
48.1369891,11.5762579,519.934
48.1369928,11.5762604,519.956
48.1369964,11.5762561,519.916
48.137,11.5762588,519.893
48.1370036,11.5762584,520.014
48.1370073,11.5762594,519.967
48.1370109,11.5762578,519.951
48.1370145,11.5762585,519.996
48.1370181,11.5762611,520.035
48.1370217,11.5762577,519.992
48.1370254,11.5762545,520.02
48.137029,11.5762636,520.052
48.1370326,11.5762626,519.981
48.1370362,11.5762554,519.953
48.1370399,11.5762607,520.02
48.1370435,11.5762575,519.884
48.1370471,11.5762595,519.962
48.1370507,11.5762596,519.916
48.1370544,11.5762582,519.932
48.137058,11.5762567,519.929
48.1370616,11.576257,519.932
48.1370652,11.5762564,519.933
48.1370688,11.5762566,519.932
48.1370725,11.5762587,520.058
48.1370761,11.5762569,520.059
48.1370797,11.5762607,520.003
48.1370833,11.5762628,520.116
48.137087,11.5762573,520.05
48.1370906,11.5762595,520.094
48.1370942,11.5762602,520.105
48.1370978,11.5762601,520.096
48.1371015,11.576259,520.142
48.1371051,11.5762608,520.135
48.1371087,11.5762601,520.114
48.1371123,11.5762555,520.054
48.137116,11.5762612,520.115
48.1371196,11.5762612,520.096
48.1371232,11.5762568,520.12
48.1371268,11.5762589,520.105
48.1371304,11.5762607,520.152
48.1371341,11.5762583,520.198
48.1371377,11.5762617,520.22
48.1371413,11.5762652,520.214
48.1371449,11.5762567,520.188
48.1371486,11.5762551,520.258
48.1371522,11.5762597,520.237
48.1371558,11.5762608,520.227
48.1371594,11.5762582,520.199
48.1371631,11.5762628,520.283
48.1371667,11.5762552,520.284
48.1371703,11.5762607,520.269
48.1371739,11.5762572,520.295
48.1371776,11.5762635,520.326
48.1371812,11.5762642,520.356
48.1371848,11.5762568,520.253
48.1371884,11.5762574,520.343
48.137192,11.5762612,520.432
48.1371957,11.5762578,520.38
48.1371993,11.5762587,520.436
48.1372029,11.5762589,520.444
48.1372065,11.5762537,520.46
48.1372102,11.5762588,520.522
48.1372138,11.576257,520.517
48.1372174,11.5762575,520.621
48.137221,11.5762627,520.676
48.1372247,11.5762554,520.608
48.1372283,11.576261,520.701
48.1372319,11.5762581,520.709
48.1372355,11.5762581,520.732
48.1372392,11.576261,520.692
48.1372428,11.5762598,520.784
48.1372464,11.5762604,520.753
48.13725,11.5762614,520.776
48.1372536,11.5762579,520.868
48.1372573,11.5762572,520.808
48.1372609,11.5762559,520.795
48.1372645,11.5762566,520.755
48.1372681,11.5762668,520.907
48.1372718,11.5762622,520.823
48.1372754,11.5762552,520.823
48.137279,11.5762553,520.856
48.1372826,11.5762601,520.935
48.1372863,11.5762603,520.929
48.1372899,11.5762603,520.913
48.1372935,11.5762581,520.932
48.1372971,11.5762585,520.918
48.1373007,11.5762597,520.956
48.1373044,11.5762591,520.964
48.137308,11.5762529,520.984
48.1373116,11.5762582,521.013
48.1373152,11.5762565,521.005
48.1373189,11.5762593,521.0
48.1373225,11.5762669,521.069
48.1373261,11.5762598,521.034
48.1373297,11.576258,521.011
48.1373334,11.5762613,521.054
48.137337,11.5762601,521.077
48.1373406,11.57626,521.113
48.1373442,11.5762605,521.094
48.1373479,11.5762644,521.087
48.1373515,11.5762558,521.111
48.1373551,11.5762601,521.138
48.1373587,11.5762563,521.14
48.1373623,11.5762603,521.187
48.137366,11.5762564,521.19
48.1373696,11.5762577,521.157
48.1373732,11.576258,521.17
48.1373768,11.5762615,521.18
48.1373805,11.5762613,521.244
48.1373841,11.5762555,521.26
48.1373877,11.576259,521.23
48.1373913,11.5762569,521.238
48.137395,11.5762554,521.297
48.1373986,11.5762583,521.289
48.1374022,11.576258,521.298
48.1374058,11.5762654,521.284
48.1374095,11.57626,521.336
48.1374131,11.5762551,521.284
48.1374167,11.5762573,521.297
48.1374203,11.5762616,521.346
48.1374239,11.5762645,521.36
48.1374239,11.5762883,521.443
48.1374203,11.5762875,521.392
48.1374167,11.5762976,521.482
48.1374131,11.5762936,521.463
48.1374095,11.5762902,521.349
48.1374058,11.576294,521.436
48.1374022,11.5762854,521.345
48.1373986,11.5762926,521.404
48.137395,11.5762934,521.366
48.1373913,11.576295,521.362
48.1373877,11.5762898,521.328
48.1373841,11.5762928,521.367
48.1373805,11.57629,521.273
48.1373768,11.5762932,521.326
48.1373732,11.5762901,521.319
48.1373696,11.5762914,521.3
48.137366,11.5762899,521.331
48.1373623,11.5762943,521.246
48.1373587,11.5762949,521.281
48.1373551,11.5762919,521.228
48.1373515,11.5762926,521.258
48.1373479,11.5762886,521.197
48.1373442,11.5762917,521.183
48.1373406,11.5762924,521.223
48.137337,11.5762996,521.179
48.1373334,11.5762895,521.109
48.1373297,11.5762965,521.145
48.1373261,11.5762952,521.163
48.1373225,11.5762933,521.168
48.1373189,11.5762973,521.13
48.1373152,11.5762935,521.143
48.1373116,11.5762936,521.05
48.137308,11.5762924,521.062
48.1373044,11.5762958,521.065
48.1373007,11.5762955,521.057
48.1372971,11.5762909,521.037
48.1372935,11.576289,521.038
48.1372899,11.576292,521.001
48.1372863,11.5762904,521.001
48.1372826,11.5762924,520.99
48.137279,11.5762959,520.961
48.1372754,11.5762913,520.96
48.1372718,11.5762924,520.95
48.1372681,11.5762927,520.939
48.1372645,11.5762948,520.939
48.1372609,11.5762865,520.903
48.1372573,11.5762909,520.889
48.1372536,11.5762931,520.935
48.13725,11.5762958,520.857
48.1372464,11.5762912,520.845
48.1372428,11.5762875,520.927
48.1372392,11.5762942,520.82
48.1372355,11.5762908,520.788
48.1372319,11.5762893,520.834
48.1372283,11.5762909,520.742
48.1372247,11.576292,520.788
48.137221,11.5762909,520.843
48.1372174,11.5762866,520.703
48.1372138,11.576295,520.706
48.1372102,11.576296,520.711
48.1372065,11.5762943,520.762
48.1372029,11.5762895,520.733
48.1371993,11.576292,520.68
48.1371957,11.5762925,520.702
48.137192,11.5762942,520.715
48.1371884,11.5762943,520.712
48.1371848,11.5762906,520.611
48.1371812,11.5762928,520.547
48.1371776,11.5762938,520.581
48.1371739,11.5762965,520.595
48.1371703,11.5762944,520.571
48.1371667,11.5762947,520.56
48.1371631,11.5762928,520.571
48.1371594,11.5762963,520.588
48.1371558,11.5762936,520.512
48.1371522,11.5762902,520.511
48.1371486,11.5762963,520.524
48.1371449,11.5762944,520.491
48.1371413,11.5762913,520.483
48.1371377,11.5762913,520.448
48.1371341,11.5762933,520.513
48.1371304,11.5762938,520.401
48.1371268,11.5762931,520.414
48.1371232,11.5762934,520.415
48.1371196,11.5762971,520.436
48.137116,11.5762954,520.436
48.1371123,11.5762931,520.368
48.1371087,11.5762951,520.311
48.1371051,11.5762898,520.337
48.1371015,11.5762936,520.317
48.1370978,11.5762974,520.212
48.1370942,11.576292,520.229
48.1370906,11.5762903,520.147
48.137087,11.5762908,520.145
48.1370833,11.5762896,520.108
48.1370797,11.5762904,520.138
48.1370761,11.5762915,520.103
48.1370725,11.5762888,520.041
48.1370688,11.5762926,520.115
48.1370652,11.576295,520.058
48.1370616,11.5762901,520.094
48.137058,11.5762966,520.1
48.1370544,11.5762939,520.11
48.1370507,11.5762953,520.152
